Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
# Case,nve Cone,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
1_585_0,1,585,0,3,-0.002337398,0.016808809,0.29933673,-0.00133579,-0.021555012,0.00102042,3.593905,-0.009531162,3.420391,0.1153502,-0.2070321,-0.1722103
7_540_-1,7,540,-1,3,-0.027300965,0.019886296,0.299278674,-0.001927756,-0.020480774,0.000991929,3.598841,-0.3137571,3.255906,0.1192898,-0.2979769,-0.2140107
7_712.5_3,7,712.5,3,2.5,-0.025556785,-0.004524899,0.299042128,-0.001699834,-0.023242988,-0.001062627,5.168205,-0.418164,5.306865,-0.3306195,-0.3678209,0.1377613
9_481.25_5,9,481.25,5,2.75,-0.038826522,-0.004668356,0.299025098,-0.002405296,-0.021055747,-0.000931482,4.276286,-0.5299496,3.974686,-0.2092708,-0.4429917,0.08820143
11_481.25_5,11,481.25,5,2.75,-0.047841368,-0.005059729,0.298986884,-0.002518543,-0.021067268,-0.001083522,4.27714,-0.6595426,3.97784,-0.2373429,-0.4634107,0.09418228
5_701.25_1,5,701.25,1,2.75,-0.016374118,0.007023336,0.298880964,-0.001534607,-0.022640769,-1.95E-05,4.271978,-0.2172809,4.277284,-0.0789826,-0.2766609,-0.0506881
3_675_-1,3,675,-1,3,-0.006524652,0.017689371,0.298594345,-0.001285185,-0.021725665,0.000980599,3.58936,-0.06683847,3.453742,0.09497677,-0.1971075,-0.1742769
3_618.75_3,3,618.75,3,2.75,-0.009423627,0.002514588,0.298481971,-0.001458672,-0.022662187,-0.000319998,4.262155,-0.1099167,4.274694,-0.117749,-0.2652578,0.001511604
5_825.0_3,5,825,3,2.75,-0.015063768,-0.009254833,0.298139441,-0.001716528,-0.024731752,-0.001626503,4.252979,-0.1948382,4.66236,-0.4081217,-0.3053745,0.2005341
11_675.0_3,11,675,3,2.5,-0.044221651,-0.005517589,0.298094725,-0.002150048,-0.023041124,-0.00118523,5.155533,-0.7428856,5.264249,-0.3472197,-0.4672708,0.1488974
7_450_3,7,450,3,3,-0.031338291,0.004985056,0.2980398,-0.002326676,-0.020127325,-3.66E-05,3.580619,-0.3567193,3.193805,-0.03167106,-0.3617675,-0.04307669
5_540_-1,5,540,-1,3,-0.01834152,0.020109544,0.297878808,-0.001812872,-0.020370735,0.001088147,3.580807,-0.2056437,3.23763,0.1345619,-0.2811914,-0.2173395
1_720_-1,1,720,-1,3,0.001992327,0.018765345,0.297756169,-0.000933315,-0.021942302,0.000945048,3.577967,0.03575063,3.486555,0.08072453,-0.1430384,-0.181946
1_525_0,1,525,0,3,-0.003404645,0.019054374,0.297680038,-0.00153649,-0.020752007,0.00104316,3.573591,-0.02070002,3.292319,0.1283256,-0.2393591,-0.2049706
3_675.0_5,3,675,5,2.5,-0.008242759,-0.0102331,0.297542191,-0.00128182,-0.023437725,-0.001524632,5.136287,-0.1116539,5.343321,-0.4200006,-0.2788536,0.2231613
1_540_0,-1,540,0,3,0.004923543,0.018750414,0.297143631,-0.001359967,-0.020757416,0.001104363,3.564551,0.08058001,3.290461,0.1356497,-0.2121082,-0.2013065
9_701.25_0,9,701.25,0,2.75,-0.034023148,0.008291357,0.297087662,-0.001893222,-0.022218518,7.05E-05,4.249909,-0.4742003,4.202301,-0.0619135,-0.339838,-0.06770089
11_618.75_1,11,618.75,1,2.75,-0.0441755,0.006013245,0.296912657,-0.002136136,-0.022084175,-0.000118605,4.248019,-0.6156679,4.17553,-0.07839122,-0.3867869,-0.04698928
5_495.0_5,5,495,5,2.75,-0.020526641,-0.002666041,0.296712842,-0.002044284,-0.021230864,-0.000778197,4.238925,-0.2659993,4.004539,-0.1832271,-0.3763056,0.06088738
9_720_-3,9,720,-3,3,-0.033420448,0.020245538,0.296698461,-0.001807838,-0.021212999,0.001071784,3.571769,-0.3957003,3.379893,0.1082439,-0.2740548,-0.202884
11_742.5_-1,11,742.5,-1,2.75,-0.042536729,0.011078708,0.296676046,-0.002141914,-0.022096519,0.000237919,4.246698,-0.6001132,4.184236,-0.04232604,-0.381784,-0.09915141
7_481.25_5,7,481.25,5,2.75,-0.029527431,-0.003764577,0.296629788,-0.002262594,-0.020975521,-0.000818099,4.240278,-0.3960698,3.958379,-0.188626,-0.416998,0.07523344
3_900_-3,3,900,-3,3,-0.002087158,0.019138982,0.296599124,-0.000990857,-0.021272065,0.000858096,3.572906,-0.02607839,3.394494,0.03852921,-0.1490751,-0.169682
3_525_0,3,525,0,3,-0.010090316,0.017492902,0.296320703,-0.001731388,-0.020455436,0.000929693,3.559366,-0.1035012,3.247631,0.1101456,-0.2690917,-0.1862359
1_630_0,-1,630,0,3,0.007629759,0.017692967,0.296247096,-0.001023133,-0.021716569,0.000984616,3.554556,0.1087975,3.443721,0.1022978,-0.1584993,-0.1800129
9_525_-1,9,525,-1,3,-0.036547154,0.020253816,0.296169041,-0.002109589,-0.020270985,0.000878014,3.56217,-0.425623,3.222945,0.1034115,-0.3258292,-0.2197548
7_637.5_5,7,637.5,5,2.5,-0.025941267,-0.010419578,0.296109598,-0.001779691,-0.023139011,-0.001502367,5.116539,-0.4201731,5.27993,-0.4120455,-0.3880752,0.2271147
11_585_-3,11,585,-3,3,-0.044564446,0.025458317,0.296003187,-0.002019532,-0.020273668,0.001221526,3.563633,-0.5244396,3.228065,0.1544468,-0.3101683,-0.2793618
5_450_3,5,450,3,3,-0.022533559,0.00579702,0.295817424,-0.002191596,-0.020155273,5.88E-05,3.552244,-0.2496513,3.196838,-0.01753394,-0.3410647,-0.05250746
7_660.0_1,7,660,1,2.75,-0.025293738,0.006522149,0.295678795,-0.001729118,-0.022181783,-2.87E-05,4.227832,-0.3450776,4.191868,-0.0707989,-0.3123493,-0.04923067
9_577.5_1,9,577.5,1,2.75,-0.035185087,0.010457019,0.295102053,-0.00200834,-0.02127745,8.64E-05,4.222107,-0.4849161,4.022607,-0.03294706,-0.3662814,-0.1163113
11_675_-3,11,675,-3,3,-0.043191094,0.020617403,0.294993608,-0.001997658,-0.021042911,0.001085874,3.551509,-0.5116947,3.352257,0.1183025,-0.3034781,-0.2117283
5_536.25_3,5,536.25,3,2.75,-0.019056591,0.004842464,0.294917799,-0.001870945,-0.021241743,-0.000212636,4.214494,-0.247838,4.009337,-0.08469127,-0.3431997,-0.04036162
3_577.5_3,3,577.5,3,2.75,-0.010215617,0.003383317,0.294801204,-0.001529407,-0.021925143,-0.000150249,4.210386,-0.120544,4.136288,-0.07859807,-0.2793984,-0.0149362
7_525_-1,7,525,-1,3,-0.027193973,0.019977992,0.294688033,-0.00193087,-0.020067073,0.00099681,3.543604,-0.3124876,3.190078,0.1220152,-0.2987969,-0.2164373
5_810_-3,5,810,-3,3,-0.012330199,0.02018838,0.294610619,-0.001366309,-0.021078156,0.00103184,3.547645,-0.1452922,3.361258,0.08381288,-0.2067557,-0.1921647
3_750.0_3,3,750,3,2.5,-0.007311082,-0.003205873,0.294578846,-0.001136658,-0.023046086,-0.000984544,5.086845,-0.1001184,5.257727,-0.3228383,-0.2446239,0.1192011
7_765_-3,7,765,-3,3,-0.022101643,0.020198195,0.294527181,-0.001580485,-0.021017686,0.001091424,3.546622,-0.2613285,3.350998,0.1019607,-0.2389803,-0.1969953
7_900_3,7,900,3,3,-0.023598809,-0.015730625,0.29447,-0.002646295,-0.026813667,-0.002490039,3.527136,-0.2641891,4.245804,-0.4988729,-0.3971913,0.2617005
3_450_3,3,450,3,3,-0.014001158,0.00670264,0.294345411,-0.001997018,-0.020184531,0.000186811,3.532707,-0.1454034,3.199962,0.00225629,-0.3109327,-0.06294884
3_495.0_5,3,495,5,2.75,-0.012050624,-0.003126711,0.293973789,-0.001886849,-0.021124482,-0.000760096,4.197354,-0.1437585,3.982437,-0.1782666,-0.3479864,0.06564973
7_783.75_-1,7,783.75,-1,2.75,-0.022575298,0.012120621,0.293889709,-0.001618634,-0.021854477,0.000395089,4.206338,-0.3154208,4.138533,-0.02290502,-0.2881352,-0.1090644
3_783.75_0,3,783.75,0,2.75,-0.006039915,0.010953718,0.293738311,-0.001139431,-0.022244265,0.000258698,4.199655,-0.07423826,4.205482,-0.04861758,-0.2037392,-0.09348577
5_825.0_-1,5,825,-1,2.75,-0.0131054,0.012661503,0.293698355,-0.001395475,-0.021930812,0.000400837,4.203228,-0.1816059,4.153142,-0.03245781,-0.2483676,-0.1111674
5_540_3,-5,540,3,3,0.028989601,0.002003189,0.293696407,-0.001101244,-0.021029975,-0.000176443,3.517282,0.3640289,3.327331,-0.05915904,-0.1734206,-0.008457179
5_525_-1,5,525,-1,3,-0.018421507,0.020069791,0.293651792,-0.001818189,-0.019981672,0.001094702,3.529935,-0.2066001,3.175698,0.1376163,-0.2822914,-0.2181945
5_742.5_0,5,742.5,0,2.75,-0.01520184,0.009613845,0.293549027,-0.001393557,-0.022071356,0.000188522,4.197387,-0.2051708,4.172946,-0.05061846,-0.2497013,-0.08114202
11_600.0_5,11,600,5,2.5,-0.044500886,-0.010864255,0.293370191,-0.002166717,-0.022739158,-0.001581499,5.073667,-0.7436433,5.192818,-0.4206826,-0.4743308,0.230164
1_585_0,-1,585,0,3,0.006249369,0.017261489,0.293308256,-0.001136479,-0.021126465,0.001084084,3.519079,0.09404456,3.349669,0.1253925,-0.1766089,-0.1795361
9_585_-3,9,585,-3,3,-0.034637566,0.02510081,0.293084735,-0.001841522,-0.019987105,0.001310213,3.528038,-0.4050439,3.182209,0.1682063,-0.2834148,-0.2750149
1_675.0_5,1,675,5,2.5,0.000464277,-0.010302137,0.292980817,-0.001035262,-0.023136382,-0.001554106,5.055862,0.04062616,5.272833,-0.4217999,-0.2257816,0.2188183
11_562.5_5,11,562.5,5,2.5,-0.044875369,-0.007427325,0.292957034,-0.002207408,-0.022017256,-0.001424264,5.068629,-0.7478643,5.029053,-0.3777775,-0.4858635,0.1658061
1_675_-1,1,675,-1,3,0.000769681,0.018998211,0.292740221,-0.000969293,-0.021450736,0.001023042,3.517241,0.02272723,3.407567,0.1010536,-0.1491003,-0.1898343
3_630_-1,3,630,-1,3,-0.007154892,0.017959792,0.292534365,-0.001327667,-0.02104983,0.001064021,3.516303,-0.07321018,3.345733,0.1155258,-0.2044437,-0.1822621
11_660.0_0,11,660,0,2.75,-0.043107095,0.008344775,0.292434697,-0.002055358,-0.021779397,6.40E-05,4.184729,-0.6035087,4.120151,-0.0537644,-0.3699002,-0.07387384
9_618.75_1,9,618.75,1,2.75,-0.034198143,0.006668051,0.292384826,-0.001919307,-0.021714806,7.33E-06,4.18251,-0.4727283,4.105226,-0.05583346,-0.3477368,-0.05628914
1_450_3,1,450,3,3,-0.00580032,0.006552999,0.292375607,-0.001802135,-0.020199226,0.000188546,3.506736,-0.04473058,3.200204,0.004582255,-0.2810627,-0.06331223
3_540_-1,3,540,-1,3,-0.009217483,0.020019356,0.292231339,-0.001610238,-0.019942812,0.001144932,3.511694,-0.09522065,3.168372,0.142883,-0.2503733,-0.2161863
7_701.25_0,7,701.25,0,2.75,-0.024572012,0.00955551,0.292211755,-0.001674668,-0.021866592,0.000198535,4.17975,-0.3386232,4.135411,-0.03890882,-0.3011743,-0.08577185
9_900_-5,9,900,-5,3,-0.032013772,0.020331767,0.291920178,-0.00180164,-0.02037529,0.000780162,3.520425,-0.3893489,3.259137,0.02625102,-0.2668566,-0.1809274
1_618.75_3,1,618.75,3,2.75,-0.000964026,0.002474882,0.291911819,-0.001148077,-0.022216264,-0.000325857,4.166405,0.01241775,4.188551,-0.1150972,-0.2091684,-0.002296565
3_701.25_1,3,701.25,1,2.75,-0.007744326,0.008305242,0.291800692,-0.00126091,-0.022100152,8.09E-05,4.169329,-0.09301112,4.173389,-0.06167148,-0.2276541,-0.06882906
11_855_-5,11,855,-5,3,-0.041796579,0.021124021,0.291787716,-0.002034086,-0.020470925,0.000896492,3.518204,-0.5049347,3.272822,0.05351203,-0.3016802,-0.1950174
10_630_5,-10,630,5,3,0.060213586,-0.007911259,0.291636604,-0.000285402,-0.022299416,-0.001166526,3.489685,0.7331074,3.52463,-0.2225946,-0.04784255,0.1108371
9_742.5_-1,9,742.5,-1,2.75,-0.032629773,0.011378999,0.291629953,-0.001852174,-0.021675329,0.000324985,4.17402,-0.4584528,4.103775,-0.02470241,-0.3307695,-0.1051916
9_750.0_1,9,750,1,2.5,-0.033288345,0.001724815,0.291553783,-0.001822306,-0.022286728,-0.000548848,5.043401,-0.5604563,5.096316,-0.2268502,-0.3917978,0.03890739
5_712.5_3,5,712.5,3,2.5,-0.016158277,-0.003274042,0.291471347,-0.001422867,-0.022675509,-0.000942391,5.035657,-0.2550084,5.175536,-0.3049079,-0.3075276,0.1161515
1_742.5_1,1,742.5,1,2.75,0.000289468,0.009178518,0.291399079,-0.000858016,-0.022280865,6.60E-05,4.161624,0.0225831,4.205497,-0.07207604,-0.1540533,-0.07683954
5_481.25_5,5,481.25,5,2.75,-0.020452824,-0.002531502,0.290881955,-0.002043051,-0.020691302,-0.000727883,4.155803,-0.2653289,3.902921,-0.1719525,-0.3764714,0.0577461
9_675_-3,9,675,-3,3,-0.033278734,0.020766168,0.2906411,-0.001765634,-0.020664475,0.001144607,3.498806,-0.3925474,3.291706,0.1273817,-0.2687877,-0.2141306
11_495.0_3,11,495,3,2.75,-0.046086796,0.002475768,0.290600866,-0.002380522,-0.020374418,-0.000469285,4.158377,-0.6375455,3.849649,-0.123879,-0.4374639,-0.01204032
3_855_-3,3,855,-3,3,-0.002529242,0.019793379,0.290542968,-0.00100926,-0.020805541,0.000969918,3.499548,-0.02933507,3.31903,0.06588055,-0.1527066,-0.1835173
3_536.25_3,3,536.25,3,2.75,-0.010715452,0.005210696,0.290273292,-0.001678113,-0.020974213,-0.000118295,4.146117,-0.1268421,3.956961,-0.0673873,-0.3081966,-0.04540709
5_660.0_1,5,660,1,2.75,-0.016140553,0.007871457,0.290035867,-0.00152502,-0.021811845,0.000113133,4.146213,-0.21348,4.121138,-0.04612906,-0.275962,-0.06795005
11_630_-3,11,630,-3,3,-0.042943703,0.021439007,0.290015458,-0.001961749,-0.020464989,0.001173682,3.49172,-0.5072708,3.25962,0.1395273,-0.29943,-0.2263825
11_405_5,11,405,5,3,-0.049984114,-0.00431886,0.289972703,-0.002683949,-0.019089172,-0.000851732,3.486007,-0.5797787,3.028608,-0.1558873,-0.4176739,0.06604519
9_675.0_3,9,675,3,2.5,-0.033818681,-0.004670853,0.2899527,-0.001866012,-0.022469573,-0.001051068,5.013493,-0.5625507,5.132427,-0.3184814,-0.4049171,0.1345427
1_540_-1,1,540,-1,3,-0.002559224,0.021260294,0.289928224,-0.001351048,-0.020124501,0.001208092,3.481879,-0.01206254,3.194623,0.1531195,-0.2105318,-0.2314671
9_495.0_3,9,495,3,2.75,-0.037015068,0.002987554,0.289805919,-0.002249279,-0.020328374,-0.000338481,4.145708,-0.5069741,3.840103,-0.0999006,-0.4138485,-0.01942963
11_900_1,11,900,1,3,-0.038901771,-0.007061781,0.289606547,-0.003014122,-0.024568044,-0.001774258,3.475825,-0.4559042,3.898961,-0.3905403,-0.4486261,0.1611633
3_585_-1,3,585,-1,3,-0.008090398,0.018160933,0.289601825,-0.001403525,-0.020425468,0.001155067,3.480713,-0.08325165,3.245963,0.1375895,-0.2170536,-0.1893758
7_720_-3,7,720,-3,3,-0.023043174,0.020654986,0.289579957,-0.001538526,-0.020623232,0.001156549,3.486396,-0.2710022,3.286435,0.1211023,-0.233673,-0.2082057
5_637.5_5,5,637.5,5,2.5,-0.016955338,-0.009239658,0.289556385,-0.001525383,-0.02268282,-0.001397669,5.001119,-0.2636152,5.1736,-0.3874395,-0.332514,0.205487
9_600.0_5,9,600,5,2.5,-0.034773652,-0.009835382,0.289552113,-0.00197009,-0.022426455,-0.001415226,5.006187,-0.5745361,5.120095,-0.3839859,-0.431159,0.2123713
1_825.0_0,1,825,0,2.75,0.004318835,0.012622979,0.289456732,-0.000881007,-0.021941448,0.000338249,4.138392,0.07255095,4.148892,-0.04746787,-0.157594,-0.1085455
1_495.0_5,1,495,5,2.75,-0.003908411,-0.004036273,0.289312361,-0.00166647,-0.020915441,-0.000775862,4.128393,-0.02531209,3.94094,-0.1786213,-0.3078715,0.07623926
5_765_-3,5,765,-3,3,-0.013111132,0.020707292,0.289148974,-0.001344377,-0.020652821,0.001115659,3.481314,-0.1529461,3.29205,0.1061604,-0.2043106,-0.2042015
3_525_-1,3,525,-1,3,-0.009465637,0.019981099,0.288683954,-0.001625476,-0.01959284,0.001148518,3.46895,-0.09816512,3.112617,0.1455639,-0.2529877,-0.2172423
11_577.5_0,11,577.5,0,2.75,-0.043267262,0.013318261,0.288583973,-0.002060631,-0.020624353,0.000268673,4.13107,-0.6029395,3.901839,0.000835069,-0.3748324,-0.1563476
3_481.25_5,3,481.25,5,2.75,-0.012136859,-0.002965128,0.288331038,-0.001884397,-0.020601609,-0.000709398,4.116946,-0.1453866,3.883993,-0.1670073,-0.347837,0.06221817
9_660.0_0,9,660,0,2.75,-0.03316569,0.009052984,0.288117123,-0.001843659,-0.021401261,0.000185199,4.122227,-0.4613282,4.04806,-0.03216417,-0.3321663,-0.08401961
11_701.25_-1,11,701.25,-1,2.75,-0.04183163,0.011475441,0.288067611,-0.002046847,-0.021358121,0.000316291,4.123773,-0.5890557,4.044021,-0.01727205,-0.3663648,-0.1117997
11_536.25_1,11,536.25,1,2.75,-0.044302741,0.009369701,0.287933114,-0.0021965,-0.020328562,4.84E-05,4.121193,-0.6152345,3.843908,-0.03368142,-0.4016737,-0.1048114
1_525_-1,1,525,-1,3,-0.0026624,0.021739179,0.287923179,-0.001349356,-0.019904688,0.001225512,3.457679,-0.01299176,3.159546,0.1584977,-0.210376,-0.2388486
1_630_-1,1,630,-1,3,-0.000205032,0.019169675,0.287847559,-0.001020908,-0.020900636,0.001104771,3.458121,0.01261088,3.319507,0.1215238,-0.1576045,-0.1967957
7_618.75_1,7,618.75,1,2.75,-0.024852168,0.007480797,0.287370584,-0.001715153,-0.021343463,0.000112109,4.10978,-0.3382353,4.033993,-0.03693671,-0.3110246,-0.06776817
9_855_5,9,855,5,3,-0.032435397,-0.026700552,0.287044039,-0.003200732,-0.027415107,-0.003688546,3.434779,-0.3658451,4.335408,-0.6772972,-0.4822523,0.3871712
7_577.5_1,7,577.5,1,2.75,-0.025467075,0.009653498,0.286770505,-0.001775061,-0.020811367,0.000232197,4.101696,-0.3456843,3.933717,-0.006422989,-0.3236777,-0.1033148
5_783.75_-1,5,783.75,-1,2.75,-0.013377332,0.013062784,0.28638957,-0.001365761,-0.021323965,0.00048059,4.098683,-0.18415,4.037735,-0.006708593,-0.2441041,-0.1239194
9_536.25_1,9,536.25,1,2.75,-0.035009735,0.009807742,0.286349812,-0.00205137,-0.020173095,0.000172935,4.097596,-0.4817677,3.814014,-0.01071022,-0.3757905,-0.1114593
1_750.0_3,1,750,3,2.5,0.000849085,-0.003026203,0.28615899,-0.000741123,-0.022478505,-0.000992109,4.939298,0.04096679,5.125661,-0.3175863,-0.1588413,0.1089511
9_405_5,9,405,5,3,-0.04034893,-0.003780543,0.286154572,-0.002512505,-0.018882884,-0.000711265,3.438358,-0.4644,2.994973,-0.1341657,-0.3909905,0.05956626
3_810_-3,3,810,-3,3,-0.003718589,0.020136852,0.285952711,-0.001014852,-0.020474866,0.001032213,3.443381,-0.04147243,3.264484,0.08553625,-0.1543197,-0.1937943
9_562.5_5,9,562.5,5,2.5,-0.034953915,-0.006990126,0.285753867,-0.00199404,-0.021655389,-0.001237181,4.94205,-0.5764016,4.945234,-0.3362623,-0.4384439,0.1590413
1_536.25_3,1,536.25,3,2.75,-0.002702179,0.004597914,0.285619111,-0.001433629,-0.020710832,-0.000113283,4.077321,-0.01048567,3.905147,-0.06321814,-0.2638957,-0.03973224
11_750.0_0,11,750,0,2.5,-0.041516416,0.004993534,0.285555402,-0.002003046,-0.021558229,-0.000288532,4.943009,-0.7067018,4.935016,-0.1714205,-0.4293935,-0.01395729
7_495.0_3,7,495,3,2.75,-0.027540321,0.00465136,0.285538389,-0.002094812,-0.020124529,-0.000216572,4.082987,-0.3709432,3.800492,-0.07824422,-0.3855489,-0.04299973
1_577.5_3,1,577.5,3,2.75,-0.001659634,0.003206795,0.285341725,-0.001222171,-0.021390419,-0.000169054,4.073167,0.002951757,4.033333,-0.0791799,-0.2236072,-0.01665327
11_712.5_1,11,712.5,1,2.5,-0.041880253,0.001557184,0.285220787,-0.002010937,-0.021752006,-0.00056424,4.935328,-0.708853,4.975039,-0.2199231,-0.4337785,0.0356872
7_600.0_5,7,600,5,2.5,-0.025347594,-0.008732797,0.285148941,-0.001754076,-0.022083599,-0.001289456,4.92848,-0.4103429,5.040334,-0.3565589,-0.3837006,0.1934186
7_405_5,7,405,5,3,-0.03179722,-0.0033854,0.285146594,-0.002369057,-0.018909827,-0.000578733,3.424538,-0.3613143,2.998417,-0.1135719,-0.3688641,0.05472467
1_585_-1,1,585,-1,3,-0.001363718,0.018953729,0.285085982,-0.001110658,-0.020357918,0.001202552,3.424544,0.000284742,3.232676,0.144495,-0.1721592,-0.1990236
9_630_-3,9,630,-3,3,-0.033109978,0.02141183,0.285053774,-0.001748533,-0.020078551,0.001229948,3.431621,-0.3891212,3.197845,0.1479455,-0.2673734,-0.2264525
11_481.25_3,11,481.25,3,2.75,-0.045597507,0.002651504,0.284992935,-0.002359956,-0.019849574,-0.000427815,4.078345,-0.6308038,3.750651,-0.1141831,-0.4341524,-0.01587877
3_742.5_0,3,742.5,0,2.75,-0.006119174,0.011342236,0.284851504,-0.001146056,-0.021472463,0.000344252,4.072862,-0.07459666,4.059535,-0.02332403,-0.2058769,-0.1050083
5_701.25_0,5,701.25,0,2.75,-0.01507739,0.010184304,0.284843772,-0.001378472,-0.021301606,0.000287471,4.073351,-0.2027338,4.027559,-0.02328379,-0.2480124,-0.0949801
7_675.0_3,7,675,3,2.5,-0.02444567,-0.003343665,0.284704769,-0.001659055,-0.022075403,-0.000909025,4.921369,-0.3994012,5.041084,-0.2877752,-0.3600469,0.1121104
1_540_-1,-1,540,-1,3,0.004675853,0.02352744,0.28463828,-0.001190792,-0.019912892,0.00144707,3.416631,0.07590984,3.159229,0.1893561,-0.1862185,-0.2579458
11_450_1,11,450,1,3,-0.047371141,0.012136776,0.284546639,-0.002417851,-0.018992595,0.000226862,3.422147,-0.5533515,3.017288,0.0102948,-0.3753138,-0.1292672
1_481.25_5,1,481.25,5,2.75,-0.00421671,-0.003842846,0.284479086,-0.001684239,-0.020442544,-0.000728772,4.059486,-0.0300962,3.85187,-0.1681012,-0.3114809,0.07230898
11_618.75_0,11,618.75,0,2.75,-0.042105413,0.009328456,0.284476995,-0.002006773,-0.020977947,0.000190794,4.071595,-0.5884656,3.968904,-0.02225482,-0.3625966,-0.0930212
7_742.5_-1,7,742.5,-1,2.75,-0.022378282,0.012318457,0.284469485,-0.001566614,-0.021084614,0.000453011,4.071613,-0.3115261,3.992285,-0.001911197,-0.2799908,-0.1185866
7_675_-3,7,675,-3,3,-0.023528032,0.021020604,0.284467687,-0.001509407,-0.020163449,0.001212652,3.424499,-0.2752925,3.212032,0.1376814,-0.2302306,-0.2175886
5_720_-3,5,720,-3,3,-0.01414748,0.021047628,0.284423783,-0.001311383,-0.020272001,0.001175495,3.423774,-0.1637568,3.229852,0.1240475,-0.2000578,-0.2136906
5_675.0_5,5,675,5,2.25,-0.016499283,-0.012014204,0.28419854,-0.001380139,-0.022056268,-0.001637103,6.058397,-0.3182358,6.208766,-0.553653,-0.3686621,0.3177854
11_540_-3,11,540,-3,3,-0.04362274,0.025638353,0.284175395,-0.002007881,-0.019255187,0.00123578,3.421264,-0.5125228,3.065601,0.1622666,-0.3095866,-0.2854255
3_825.0_-1,3,825,-1,2.75,-0.004003402,0.013237447,0.284087669,-0.001028011,-0.021207495,0.00045089,4.065773,-0.05095555,4.015971,-0.02252311,-0.1832476,-0.1205186
3_637.5_5,3,637.5,5,2.5,-0.008119478,-0.008695249,0.28389621,-0.001286924,-0.022271224,-0.001329843,4.901617,-0.1102068,5.078196,-0.3692283,-0.2808957,0.1924333
9_481.25_3,9,481.25,3,2.75,-0.036564609,0.003266587,0.283808833,-0.00222571,-0.019807834,-0.000303947,4.060059,-0.500931,3.74189,-0.09156693,-0.4098769,-0.02474425
11_637.5_3,11,637.5,3,2.5,-0.042306541,-0.004323909,0.283713364,-0.002069047,-0.021869049,-0.001030769,4.907864,-0.7102335,4.997357,-0.3045786,-0.4508135,0.1232188
7_660.0_0,7,660,0,2.75,-0.024090198,0.010142161,0.283617098,-0.001636266,-0.021080164,0.000298555,4.057344,-0.3310496,3.986884,-0.0117831,-0.2953467,-0.09966515
3_712.5_3,3,712.5,3,2.5,-0.007364082,-0.001907083,0.283612506,-0.001142432,-0.022108505,-0.000822159,4.898212,-0.1011731,5.044365,-0.277415,-0.2468793,0.09130305
3_660.0_1,3,660,1,2.75,-0.007716407,0.009055517,0.283552306,-0.001286914,-0.021327796,0.000199634,4.051993,-0.09198496,4.027842,-0.03147766,-0.2333588,-0.08460976
1_900_-3,1,900,-3,3,0.005420819,0.018889857,0.283445765,-0.000503104,-0.020295744,0.000789,3.415013,0.06678898,3.23846,0.03101557,-0.07552939,-0.1697171
9_855_-5,9,855,-5,3,-0.030847083,0.021518854,0.283408832,-0.001728422,-0.019703227,0.000973549,3.417891,-0.3741282,3.151431,0.06513204,-0.2568085,-0.2005711
9_701.25_-1,9,701.25,-1,2.75,-0.032133618,0.011772922,0.283355168,-0.001786272,-0.020960781,0.000398996,4.055836,-0.4504401,3.968188,-0.001335717,-0.3202369,-0.1171251
9_540_-3,9,540,-3,3,-0.03440877,0.025271693,0.283315885,-0.001866108,-0.019051754,0.001329817,3.410352,-0.4014131,3.032931,0.1770513,-0.2884061,-0.2813248
11_810_-5,11,810,-5,3,-0.040303566,0.022318171,0.283241322,-0.00195397,-0.019781961,0.001083192,3.415213,-0.4858422,3.162371,0.09128805,-0.2909125,-0.2148824
11_825.0_-3,11,825,-3,2.75,-0.040131384,0.014698372,0.283220612,-0.002033119,-0.020614812,0.000465081,4.059261,-0.5737768,3.913897,-0.01748948,-0.3580866,-0.1397832
1_701.25_1,1,701.25,1,2.75,-0.000180107,0.009751269,0.283147314,-0.000883605,-0.021529345,0.000171208,4.043947,0.01641241,4.063523,-0.04413388,-0.1594157,-0.09040796
5_630_1,-5,630,1,3,0.029684487,0.010154148,0.283017632,-0.000564492,-0.020994967,0.000368115,3.392601,0.3681014,3.325788,0.01024582,-0.09022457,-0.09566673
9_450_1,9,450,1,3,-0.037992299,0.012380309,0.282940865,-0.00229161,-0.018941301,0.000350575,3.401714,-0.4404801,3.008714,0.0294798,-0.3561022,-0.1316796
10_585_5,-10,585,5,3,0.057313085,-0.007841454,0.282779474,-0.000468407,-0.021160752,-0.000972266,3.383963,0.6984164,3.344914,-0.1866928,-0.07622077,0.1072107
7_750.0_1,7,750,1,2.5,-0.023311892,0.002469756,0.282564327,-0.001569205,-0.021633945,-0.000446878,4.88714,-0.3873665,4.94634,-0.204921,-0.3374733,0.02617203
1_783.75_0,1,783.75,0,2.75,0.003602862,0.013211827,0.282292173,-0.000921681,-0.021336381,0.000428216,4.035964,0.0635558,4.034105,-0.02010472,-0.1658066,-0.123653
