Case,Cone Angle,Omega,Pitch Angle,vz,Average Fx,Average Fy,Average Fz,Average Mx,Average My,Average Mz
0_480_10,0,480,10,2,0.004706397,-0.022562217,0.201710041,-0.000755129,-0.015920297,-0.00228895
5_240_0,5,240,0,2,-0.008702963,0.005259679,0.106041127,-0.000844926,-0.00667983,0.000235684
5_660_0,5,660,0,2,-0.006440285,-0.00164935,0.151393697,-0.00078033,-0.012037968,-0.000687062
5_210_-5,5,210,-5,2,-0.008372925,0.010347837,0.089536157,-0.000747264,-0.005212798,0.00052092
10_180_10,10,180,10,2,-0.017684314,-0.011555102,0.096217616,-0.000890039,-0.005380586,-0.000854271
0_360_10,0,360,10,2,0.002522874,-0.017268048,0.172954115,-0.001005653,-0.012568063,-0.001615045
5_600_5,5,600,5,2,-0.011523918,-0.011774354,0.221841657,-0.000874777,-0.017299852,-0.001553533
5_570_5,5,570,5,2,-0.010685846,-0.010347101,0.206935641,-0.000836965,-0.016226637,-0.001397665
0_210_-5,0,210,-5,2,-0.001206754,0.010146634,0.085821773,-0.000592742,-0.005166963,0.000601418
5_480_5,5,480,5,2,-0.009713008,-0.006707436,0.179972487,-0.000825919,-0.013927165,-0.000952136
0_360_5,0,360,5,2,0.001486978,-0.003444804,0.15147383,-0.000781903,-0.010911316,-0.000549351
5_540_-5,5,540,-5,2,-0.005091738,0.007957738,0.117797846,-0.00055481,-0.008110598,0.000270513
0_300_5,0,300,5,2,0.000403802,-0.002842759,0.133051,-0.000795131,-0.009240334,-0.00036546
0_180_0,0,180,0,2,-0.002885273,0.003663505,0.088043614,-0.000737491,-0.004930686,0.000201786
10_570_-5,10,570,-5,2,-0.016650449,0.007229849,0.130363687,-0.000942761,-0.009141286,0.000122702
10_330_10,10,330,10,2,-0.023851281,-0.015108989,0.170649402,-0.00109955,-0.012060919,-0.00153214
0_300_10,0,300,10,2,0.000726623,-0.01460987,0.142614914,-0.000918796,-0.009874044,-0.001193917
0_540_0,0,540,0,2,0.005149758,0.005118845,0.140370367,-0.00033428,-0.010575669,7.73E-05
10_300_10,10,300,10,2,-0.022354304,-0.01424718,0.155269575,-0.001073139,-0.010745904,-0.001342686
0_180_10,0,180,10,2,-0.002614688,-0.011553658,0.091871867,-0.000888708,-0.005189741,-0.000725663
5_240_-5,5,240,-5,2,-0.007446192,0.010749471,0.094540563,-0.000734284,-0.005810291,0.000577633
10_570_5,10,570,5,2,-0.036171772,-0.020467116,0.252799308,-0.001555606,-0.018919549,-0.002330292
10_300_0,10,300,0,2,-0.017759418,0.006175964,0.123054205,-0.000958909,-0.008190831,0.000142876
5_360_10,5,360,10,2,-0.011024491,-0.01725116,0.178592794,-0.001114154,-0.012944768,-0.001649069
10_630_-5,10,630,-5,2,-0.018083056,0.005763773,0.138566317,-0.001026402,-0.00979923,-0.000104075
5_180_5,5,180,5,2,-0.009892333,-0.003249748,0.094337695,-0.000866431,-0.00519583,-0.00029907
0_180_-5,0,180,-5,2,-0.002142303,0.009166577,0.079774933,-0.00061673,-0.004468372,0.000523079
0_270_5,0,270,5,2,-0.000304116,-0.002622293,0.121574887,-0.000762966,-0.008227061,-0.000295965
0_330_-5,0,330,-5,2,0.000685844,0.011982533,0.10678987,-0.000418249,-0.006998126,0.000711013
5_300_10,5,300,10,2,-0.010587912,-0.014365745,0.149150232,-0.001007066,-0.010319004,-0.001234922
0_240_10,0,240,10,2,-0.00074666,-0.012417709,0.116707843,-0.000889529,-0.00758666,-0.000905163
5_480_10,5,480,10,2,-0.01146845,-0.023274145,0.21647725,-0.001037167,-0.01683584,-0.002432493
5_600_0,5,600,0,2,-0.007881705,0.001494905,0.166772992,-0.000728565,-0.012651269,-0.000350443
10_240_10,10,240,10,2,-0.020143503,-0.013021857,0.1270487,-0.001007929,-0.008189296,-0.001046742
10_600_-5,10,600,-5,2,-0.017368969,0.006550489,0.134612952,-0.000982038,-0.009479708,1.52E-05
5_570_-5,5,570,-5,2,-0.005315157,0.007377011,0.120243293,-0.000555749,-0.008297409,0.000177737
10_630_10,10,630,10,2,-0.124270844,-0.152566685,0.680427441,-0.006927105,-0.052995667,-0.014610771
5_360_-5,5,360,-5,2,-0.006730014,0.011931042,0.115609166,-0.000635379,-0.007604525,0.000640474
0_240_-5,0,240,-5,2,-0.000524054,0.0113997,0.09315652,-0.000564254,-0.005831052,0.000671604
0_240_0,0,240,0,2,-0.001040621,0.005822396,0.104054798,-0.000686799,-0.006728717,0.000322046
10_630_5,10,630,5,2,-0.012512255,-0.016738876,0.09441919,-0.00158156,-0.011385921,-0.002495352
10_240_0,10,240,0,2,-0.017419197,0.005704869,0.109965505,-0.000954989,-0.006809968,0.00013866
0_330_0,0,330,0,2,0.000595712,0.007250319,0.12645641,-0.000650224,-0.008750686,0.000332961
10_180_5,10,180,5,2,-0.017268475,-0.003144784,0.094079143,-0.000892166,-0.005101179,-0.000416265
5_300_-5,5,300,-5,2,-0.007025436,0.012131218,0.106744746,-0.000681167,-0.006878516,0.000649863
10_360_5,10,360,5,2,-0.02253735,-0.004269918,0.162832449,-0.001120279,-0.011513662,-0.000674613
0_360_0,0,360,0,2,0.001224325,0.007129742,0.132390611,-0.000602146,-0.009271656,0.000329794
5_270_5,5,270,5,2,-0.009665546,-0.002148053,0.125355251,-0.000912104,-0.008372927,-0.000320177
10_480_5,10,480,5,2,-0.024420263,-0.008611277,0.187434894,-0.001061094,-0.014510749,-0.001130602
5_360_0,5,360,0,2,-0.008022344,0.006329696,0.137344934,-0.000818972,-0.009476667,0.000225418
5_630_10,5,630,10,2,-0.253538518,-0.561329022,2.729424246,-0.035484982,-0.188227642,-0.048028668
10_240_-5,10,240,-5,2,-0.015357564,0.011414896,0.096489409,-0.000838791,-0.005815944,0.000530877
5_330_5,5,330,5,2,-0.009876972,-0.002477227,0.148444154,-0.000971163,-0.010389193,-0.000442699
10_660_0,10,660,0,2,-0.015644218,-0.005615463,0.132611646,-0.001228546,-0.01115501,-0.001109906
Case,Cone Angle,Omega,Pitch Angle,vz,Average Fx,Average Fy,Average Fz,Average Mx,Average My,Average Mz
10_330_-5,10,330,-5,3,-0.035131258,0.026097572,0.209827253,-0.001905546,-0.01223827,0.001109514
0_300_0,0,300,0,3,-0.005332421,0.009949625,0.209861928,-0.001658456,-0.012618854,0.000604223
10_300_5,10,300,5,3,-0.040925162,-0.006024486,0.238722352,-0.002118656,-0.01385752,-0.000811377
0_330_10,0,330,10,3,-0.003269621,-0.026679082,0.246183612,-0.002012323,-0.015570475,-0.001854298
10_600_0,10,600,0,3,-0.044513196,0.014292617,0.336732701,-0.002325225,-0.023761656,0.000152743
5_480_0,5,480,0,3,-0.017512329,0.017047919,0.286835334,-0.001832306,-0.01959163,0.000682927
5_360_5,5,360,5,3,-0.022279395,-0.004929487,0.262087228,-0.002065954,-0.01688679,-0.000584712
0_300_-5,0,300,-5,3,-0.003693392,0.021993836,0.188655216,-0.001363524,-0.011167416,0.001328409
0_480_-5,0,480,-5,3,0.001074372,0.027851935,0.23767142,-0.000993297,-0.015577295,0.001668815
5_420_10,5,420,10,3,-0.023407986,-0.030157426,0.315363834,-0.002226213,-0.021531361,-0.002495974
10_540_0,10,540,0,3,-0.042817079,0.015109472,0.315861148,-0.002300418,-0.02185928,0.000289759
10_570_0,10,570,0,3,-0.043641206,0.014777588,0.326515551,-0.002312536,-0.022838999,0.000222003
10_210_5,10,210,5,3,-0.033875416,-0.008146989,0.162159206,-0.0017094,-0.008033844,-0.000877576
10_570_10,10,570,10,3,-0.058593604,-0.037514718,0.434143448,-0.002616238,-0.03164294,-0.004231094
0_420_10,0,420,10,3,0.000218841,-0.030726088,0.301366532,-0.002013197,-0.020537633,-0.00240192
10_540_-5,10,540,-5,3,-0.035836622,0.028842179,0.268150322,-0.001961636,-0.017688007,0.001415574
5_420_0,5,420,0,3,-0.018100755,0.014741873,0.260803091,-0.001861317,-0.017305335,0.000669395
5_540_5,5,540,5,3,-0.022307197,-0.004801932,0.35453224,-0.002207645,-0.025350444,-0.001124736
5_570_0,5,570,0,3,-0.017872903,0.014672997,0.316825839,-0.001839034,-0.022102407,0.000533899
10_600_5,10,600,5,3,-0.053112632,-0.010112074,0.392705135,-0.002572063,-0.028541968,-0.001805975
0_570_10,0,570,10,3,0.005334004,-0.040115192,0.398657761,-0.002169538,-0.029404768,-0.003779154
10_480_-5,10,480,-5,3,-0.035061087,0.029064405,0.253522239,-0.001970568,-0.016486734,0.001429257
0_270_10,0,270,10,3,-0.006093927,-0.025866913,0.207692137,-0.002006859,-0.011806044,-0.00162188
5_270_-5,5,270,-5,3,-0.020284073,0.022854892,0.192145202,-0.001698095,-0.010199793,0.001010885
5_540_10,5,540,10,3,-0.024917085,-0.037905548,0.403544748,-0.002546722,-0.029312952,-0.003641356
5_180_0,5,180,0,3,-0.017306069,0.002343886,0.139688299,-0.001501208,-0.006590815,-6.85E-05
10_630_0,10,630,0,3,-0.044265776,0.012757757,0.34081597,-0.002233675,-0.024410365,0.000112805
0_270_0,0,270,0,3,-0.006726858,0.008528749,0.199258827,-0.001669936,-0.01122712,0.00049383
5_660_5,5,660,5,3,-0.023018533,-0.010364229,0.399638895,-0.002143449,-0.029886773,-0.001732129
0_540_-5,0,540,-5,3,0.001944707,0.02525624,0.234563886,-0.000763844,-0.015727545,0.00154019
5_210_10,5,210,10,3,-0.020500519,-0.022750564,0.16076841,-0.00174313,-0.008165784,-0.001418755
10_540_5,10,540,5,3,-0.050591411,-0.008607176,0.366259733,-0.002549542,-0.025921187,-0.001435875
10_330_5,10,330,5,3,-0.042083782,-0.005554952,0.256498392,-0.002205893,-0.015695952,-0.000799341
10_360_10,10,360,10,3,-0.045385716,-0.028806074,0.28608895,-0.002280337,-0.018479595,-0.002301566
5_600_-5,5,600,-5,3,-0.013732908,0.023147409,0.250574267,-0.001273028,-0.017047762,0.001324074
10_270_0,10,270,0,3,-0.037029905,0.009873727,0.202115121,-0.001966005,-0.010639457,-3.19E-05
5_180_10,5,180,10,3,-0.017519761,-0.021660801,0.140804177,-0.001635927,-0.006989734,-0.001289263
5_300_5,5,300,5,3,-0.02268311,-0.00635739,0.235103788,-0.002045412,-0.013811704,-0.000596595
5_240_10,5,240,10,3,-0.022194971,-0.024176736,0.185493427,-0.001884492,-0.009779867,-0.00159737
5_630_-5,5,630,-5,3,-0.013353462,0.022650937,0.25229225,-0.001257354,-0.017259259,0.001253451
0_540_10,0,540,10,3,0.005088826,-0.038450249,0.389700732,-0.002300601,-0.028417927,-0.003588249
0_420_-5,0,420,-5,3,-0.000151147,0.02778227,0.225931896,-0.001160536,-0.014589907,0.001646837
10_180_-5,10,180,-5,3,-0.028393007,0.016418659,0.139679333,-0.001485805,-0.006384175,0.000313912
0_480_0,0,480,0,3,0.000802705,0.016990061,0.281424811,-0.001511541,-0.019359933,0.000865442
10_660_-5,10,660,-5,3,-0.034215496,0.02260609,0.266766047,-0.001876851,-0.018408925,0.001131322
5_480_-5,5,480,-5,3,-0.015525254,0.027857426,0.247307426,-0.001519097,-0.016084077,0.00151337
0_330_5,0,330,5,3,-0.004068347,-0.006695621,0.236515473,-0.00178404,-0.014985292,-0.000501455
10_420_0,10,420,0,3,-0.039344147,0.014011482,0.264379191,-0.002164732,-0.017270166,0.000377128
0_420_5,0,420,5,3,-0.000415614,-0.005475531,0.284104478,-0.001749024,-0.01946272,-0.000656452
10_360_0,10,360,0,3,-0.039004451,0.013337608,0.247264221,-0.002167836,-0.01534055,0.000358648
5_240_5,5,240,5,3,-0.022045621,-0.008087753,0.184389446,-0.001822219,-0.009550713,-0.000687748
10_270_-5,10,270,-5,3,-0.034756911,0.023720331,0.188818322,-0.001836346,-0.009717424,0.000733166
10_300_-5,10,300,-5,3,-0.036815161,0.026650605,0.208888628,-0.001936122,-0.011474393,0.001032116
0_210_10,0,210,10,3,-0.00640708,-0.02284304,0.158489691,-0.001770272,-0.008245009,-0.001281124
0_210_5,0,210,5,3,-0.006175421,-0.00934477,0.15843437,-0.001631267,-0.008129293,-0.00051792
10_210_-5,10,210,-5,3,-0.030136498,0.019431636,0.154464253,-0.001588571,-0.007391578,0.00041861
5_660_-5,5,660,-5,3,-0.012747036,0.022132491,0.253904404,-0.001256418,-0.017420053,0.001181472
10_420_5,10,420,5,3,-0.044571629,-0.005617744,0.298824113,-0.002304497,-0.019875006,-0.000921867
0_540_5,0,540,5,3,0.002967547,-0.006890944,0.341539653,-0.001757237,-0.024666151,-0.001155343
5_270_10,5,270,10,3,-0.022825922,-0.026370927,0.215607987,-0.002027152,-0.012090008,-0.001741673
5_420_-5,5,420,-5,3,-0.016067913,0.027438511,0.233125484,-0.001595256,-0.014851738,0.001484305
10_480_0,10,480,0,3,-0.040877271,0.015065055,0.290574529,-0.002222312,-0.019640852,0.00037244
5_270_0,5,270,0,3,-0.021454783,0.009731682,0.205252972,-0.001852811,-0.011053479,0.000273513
5_330_0,5,330,0,3,-0.020581064,0.011911748,0.231247834,-0.001931521,-0.014028771,0.000531795
5_210_5,5,210,5,3,-0.020378167,-0.008841213,0.160070886,-0.001683851,-0.007923547,-0.000693204
10_240_5,10,240,5,3,-0.036328342,-0.007248856,0.183971106,-0.001873416,-0.009515809,-0.000942497
10_420_10,10,420,10,3,-0.048828916,-0.030158079,0.329653026,-0.002400045,-0.02238814,-0.002711023
0_180_5,0,180,5,3,-0.005232217,-0.00949355,0.138640161,-0.001535614,-0.006919689,-0.000528098
5_330_10,5,330,10,3,-0.023162541,-0.027729062,0.258161213,-0.002129263,-0.016108053,-0.001982411
0_240_5,0,240,5,3,-0.007164796,-0.009077509,0.182447852,-0.00174092,-0.009733089,-0.000516699
10_660_10,10,660,10,3,-0.063236575,-0.048580466,0.475575989,-0.002738846,-0.036044887,-0.005171385
10_180_0,10,180,0,3,-0.030096906,0.003775239,0.142507708,-0.001553571,-0.006627461,-0.000238158
10_480_10,10,480,10,3,-0.052776679,-0.032227633,0.374168285,-0.00247356,-0.026257215,-0.00321762
10_270_10,10,270,10,3,-0.039911105,-0.025872442,0.217243975,-0.002006866,-0.012178867,-0.00188881
10_600_10,10,600,10,3,-0.060388687,-0.041728224,0.448497915,-0.002708607,-0.033159196,-0.004579242
5_540_0,5,540,0,3,-0.018022447,0.01506712,0.308732845,-0.001865453,-0.02130692,0.000591905
0_270_-5,0,270,-5,3,-0.005080894,0.020951558,0.18066062,-0.001401706,-0.010165247,0.001206678
5_630_0,5,630,0,3,-0.016542421,0.011738986,0.315401748,-0.001621897,-0.022902474,0.000401378
10_210_0,10,210,0,3,-0.032101882,0.006184822,0.159977721,-0.001676772,-0.007820724,-0.000191778
0_480_5,0,480,5,3,0.001315237,-0.005684194,0.314893816,-0.001784094,-0.022202675,-0.000878399
5_570_10,5,570,10,3,-0.025269612,-0.039791143,0.417201171,-0.002535236,-0.030635604,-0.003902676
5_300_0,5,300,0,3,-0.02120873,0.011335186,0.221973964,-0.001924558,-0.012783972,0.00043962
10_420_-5,10,420,-5,3,-0.034104579,0.027868137,0.235829039,-0.001964385,-0.014976334,0.001371996
10_540_10,10,540,10,3,-0.057002849,-0.035459249,0.416260298,-0.002580589,-0.029998787,-0.003892359
5_180_-5,5,180,-5,3,-0.01646539,0.013580919,0.135547153,-0.001406398,-0.006276631,0.000452628
0_420_0,0,420,0,3,-0.000628689,0.016754751,0.259897345,-0.001491403,-0.017543374,0.000877157
10_270_5,10,270,5,3,-0.038922741,-0.006942609,0.212640834,-0.00201309,-0.011559557,-0.000895438
10_210_10,10,210,10,3,-0.034269124,-0.022552839,0.161896355,-0.001710084,-0.008183965,-0.001584402
10_330_0,10,330,0,3,-0.039517671,0.013470353,0.241104949,-0.002135598,-0.014343734,0.000323285
5_600_10,5,600,10,3,-0.025820203,-0.041217491,0.434076828,-0.002544615,-0.032342267,-0.004181655
10_660_5,10,660,5,3,-0.055643907,-0.013395437,0.417916657,-0.002599728,-0.03095112,-0.002146601
5_420_5,5,420,5,3,-0.021960526,-0.004059607,0.292057668,-0.002084764,-0.019699304,-0.000673578
0_360_-5,0,360,-5,3,-0.0014551,0.026209881,0.210856579,-0.001285621,-0.013228427,0.001561443
5_630_5,5,630,5,3,-0.022556316,-0.008288522,0.386465578,-0.002112823,-0.028648465,-0.001593275
0_210_0,0,210,0,3,-0.00621774,0.004143387,0.154755031,-0.001495447,-0.007786784,0.000175106
5_210_0,5,210,0,3,-0.019265802,0.004722814,0.157456803,-0.00162177,-0.00768238,-4.53E-05
10_360_-5,10,360,-5,3,-0.034661157,0.026027895,0.217472402,-0.001903883,-0.013112297,0.001224325
5_330_-5,5,330,-5,3,-0.018085441,0.023456102,0.204408786,-0.001677431,-0.012168017,0.001235075
5_660_10,5,660,10,3,-0.025352398,-0.044978061,0.45771368,-0.002441898,-0.035011627,-0.004798288
0_480_10,0,480,10,3,0.002452231,-0.035478859,0.34512745,-0.002158797,-0.02436764,-0.002913939
5_240_0,5,240,0,3,-0.020656573,0.006635344,0.178338724,-0.001752987,-0.009017706,6.50E-05
5_660_0,5,660,0,3,-0.016444888,0.010976649,0.319709113,-0.001591744,-0.023436882,0.000286202
5_210_-5,5,210,-5,3,-0.01751902,0.01653465,0.151100329,-0.00149994,-0.007287466,0.000558512
10_180_10,10,180,10,3,-0.03096966,-0.021678346,0.1417085,-0.001599142,-0.006894695,-0.001444977
0_360_10,0,360,10,3,-0.001983651,-0.027603075,0.263590951,-0.002002733,-0.017180929,-0.002004422
5_600_5,5,600,5,3,-0.022484597,-0.006780173,0.378172959,-0.002160771,-0.027664482,-0.00142995
5_570_5,5,570,5,3,-0.022470887,-0.005449522,0.367939121,-0.002203,-0.026598915,-0.001277867
0_210_-5,0,210,-5,3,-0.005546029,0.015927309,0.148306288,-0.001327012,-0.007386995,0.000764273
5_480_5,5,480,5,3,-0.022280117,-0.004446024,0.326287255,-0.002195025,-0.022715769,-0.000857356
0_360_5,0,360,5,3,-0.002769194,-0.005909566,0.25119763,-0.00175019,-0.016462323,-0.000524272
5_540_-5,5,540,-5,3,-0.015048895,0.027421962,0.259952817,-0.001452745,-0.017098097,0.001498429
0_300_5,0,300,5,3,-0.005346978,-0.007748366,0.224269941,-0.0018434,-0.013450686,-0.000518247
0_180_0,0,180,0,3,-0.00536485,0.002287724,0.13643468,-0.001409757,-0.006674614,6.92E-05
10_570_-5,10,570,-5,3,-0.036128414,0.028533497,0.274649929,-0.001952579,-0.018224806,0.001395445
10_330_10,10,330,10,3,-0.044040233,-0.028333206,0.26642238,-0.002217751,-0.016545299,-0.002154813
0_300_10,0,300,10,3,-0.004816799,-0.026401946,0.228484194,-0.002026916,-0.013795857,-0.001745368
0_540_0,0,540,0,3,0.002470567,0.01601846,0.297276572,-0.001427661,-0.020777652,0.000833933
10_300_10,10,300,10,3,-0.042305811,-0.027654567,0.244748545,-0.002138076,-0.014468745,-0.002021248
0_180_10,0,180,10,3,-0.005213456,-0.021295246,0.138172612,-0.001658218,-0.007019933,-0.001171399
5_240_-5,5,240,-5,3,-0.019022171,0.019909614,0.169265106,-0.00159051,-0.008463175,0.000698641
10_570_5,10,570,5,3,-0.052036339,-0.009662494,0.38097956,-0.002584892,-0.027289899,-0.001609489
10_300_0,10,300,0,3,-0.039027628,0.012439018,0.227572324,-0.002052547,-0.01277269,0.000199395
5_360_10,5,360,10,3,-0.022992771,-0.028064283,0.275543784,-0.002141554,-0.017862279,-0.002113624
10_630_-5,10,630,-5,3,-0.034292706,0.023282668,0.264176456,-0.001852027,-0.018153907,0.001207833
5_180_5,5,180,5,3,-0.01753499,-0.009564495,0.141189587,-0.00156924,-0.006839951,-0.000642289
0_180_-5,0,180,-5,3,-0.00506704,0.012950523,0.131817012,-0.001259622,-0.006316951,0.000594705
0_270_5,0,270,5,3,-0.006323195,-0.008507329,0.207280386,-0.00184131,-0.01166912,-0.000526581
0_570_5,0,570,5,3,0.003675494,-0.007446961,0.354328803,-0.001749916,-0.025860957,-0.001295264
0_330_-5,0,330,-5,3,-0.002416056,0.024254105,0.199857342,-0.001336042,-0.012255424,0.001451554
5_300_10,5,300,10,3,-0.023209026,-0.027555982,0.239943979,-0.002115335,-0.014214917,-0.001875483
0_240_10,0,240,10,3,-0.006841335,-0.024661749,0.182624198,-0.001893211,-0.009859967,-0.001439273
5_480_10,5,480,10,3,-0.024433656,-0.033758434,0.359884612,-0.00237168,-0.025356405,-0.002994023
5_600_0,5,600,0,3,-0.017295883,0.014565492,0.321655131,-0.001766072,-0.022810258,0.000488048
10_240_10,10,240,10,3,-0.037119729,-0.02359344,0.185670688,-0.001860004,-0.009789688,-0.001779976
10_600_-5,10,600,-5,3,-0.034344506,0.024045256,0.262337053,-0.001845251,-0.017891259,0.001287082
5_570_-5,5,570,-5,3,-0.014084939,0.023726015,0.25012862,-0.001314361,-0.016838841,0.001406051
10_630_10,10,630,10,3,-0.061752118,-0.045211872,0.462509147,-0.002737194,-0.03460239,-0.004862827
5_360_-5,5,360,-5,3,-0.016858708,0.024498464,0.213386416,-0.001674174,-0.013119958,0.001329671
0_240_-5,0,240,-5,3,-0.005743935,0.019227359,0.167479032,-0.001399811,-0.008828809,0.000992705
0_240_0,0,240,0,3,-0.007161547,0.006522317,0.178346843,-0.001599901,-0.009394793,0.000324293
10_630_5,10,630,5,3,-0.054317641,-0.011659899,0.40481915,-0.002567457,-0.029729736,-0.001974482
10_240_0,10,240,0,3,-0.03434798,0.00757715,0.178916513,-0.001824088,-0.009089589,-0.000118332
0_330_0,0,330,0,3,-0.003494115,0.012037715,0.222317025,-0.001595701,-0.013972989,0.000708397
10_180_5,10,180,5,3,-0.031116557,-0.009050328,0.142809521,-0.001576299,-0.006747612,-0.000824706
5_300_-5,5,300,-5,3,-0.019712336,0.023782725,0.19999422,-0.001707806,-0.011352868,0.001145557
10_360_5,10,360,5,3,-0.042892015,-0.005320749,0.27114317,-0.002267396,-0.017271192,-0.000820046
0_360_0,0,360,0,3,-0.002559521,0.013769673,0.235420588,-0.00156626,-0.015246828,0.000786253
5_270_5,5,270,5,3,-0.022412018,-0.00706836,0.213563134,-0.001959858,-0.011812897,-0.000632015
10_480_5,10,480,5,3,-0.047653447,-0.006579325,0.332885733,-0.002429201,-0.022939594,-0.001138028
5_360_0,5,360,0,3,-0.019630609,0.012442166,0.239185029,-0.001921738,-0.015082238,0.000587402
5_630_10,5,630,10,3,-0.025253549,-0.043928384,0.447670106,-0.002545904,-0.033581628,-0.004501113
10_240_-5,10,240,-5,3,-0.032099495,0.021400561,0.170200684,-0.001717016,-0.008476952,0.000548357
5_330_5,5,330,5,3,-0.022610019,-0.005561879,0.249856098,-0.002064647,-0.015467174,-0.000583383
10_660_0,10,660,0,3,-0.043380225,0.009001081,0.335948106,-0.002176525,-0.024627004,1.48E-05
